800.0000	0.0000
800.0278	0.0000
800.0556	0.0000
800.0833	0.0000
800.1111	0.0000
800.1389	0.0000
800.1667	0.0000
800.1944	0.0000
800.2222	0.0000
800.2500	0.0000
800.2778	0.0000
800.3056	0.0000
800.3333	0.0000
800.3611	0.0000
800.3889	0.0000
800.4167	0.0000
800.4444	0.0000
800.4722	0.0000
800.5000	0.0000
800.5278	0.0000
800.5556	0.0000
800.5833	0.0000
800.6111	0.0000
800.6389	0.0000
800.6667	0.0000
800.6944	0.0000
800.7222	0.0000
800.7500	0.0000
800.7778	0.0000
800.8056	0.0000
800.8333	0.0000
800.8611	0.0000
800.8889	0.0000
800.9167	0.0000
800.9444	0.0000
800.9722	0.0000
801.0000	0.0000
801.0278	0.0000
801.0556	0.0000
801.0833	0.0000
801.1111	0.0000
801.1389	0.0000
801.1667	0.0000
801.1944	0.0000
801.2222	0.0000
801.2500	0.0000
801.2778	0.0000
801.3056	0.0000
801.3333	0.0000
801.3611	0.0000
801.3889	0.0000
801.4167	0.0000
801.4444	0.0000
801.4722	0.0000
801.5000	0.0000
801.5278	0.0000
801.5556	0.0000
801.5833	0.0000
801.6111	0.0000
801.6389	0.0000
801.6667	0.0000
801.6944	0.0000
801.7222	0.0000
801.7500	0.0000
801.7778	0.0000
801.8056	0.0000
801.8333	0.0000
801.8611	0.0000
801.8889	0.0000
801.9167	0.0000
801.9444	0.0000
801.9722	0.0000
802.0000	0.0000
802.0278	0.0000
802.0556	0.0000
802.0833	0.0000
802.1111	0.0000
802.1389	0.0000
802.1667	0.0000
802.1944	0.0000
802.2222	0.0000
802.2500	0.0000
802.2778	0.0000
802.3056	0.0000
802.3333	0.0000
802.3611	0.0000
802.3889	0.0000
802.4167	0.0000
802.4444	0.0000
802.4722	0.0000
802.5000	0.0000
802.5278	0.0000
802.5556	0.0000
802.5833	0.0000
802.6111	0.0000
802.6389	0.0000
802.6667	0.0000
802.6944	0.0000
802.7222	0.0000
802.7500	0.0000
802.7778	0.0000
802.8056	0.0000
802.8333	0.0000
802.8611	0.0000
802.8889	0.0000
802.9167	0.0000
802.9444	0.0000
802.9722	0.0000
803.0000	0.0000
803.0278	0.0000
803.0556	0.0000
803.0833	0.0000
803.1111	0.0000
803.1389	0.0000
803.1667	0.0000
803.1944	0.0000
803.2222	0.0000
803.2500	0.0000
803.2778	0.0000
803.3056	0.0000
803.3333	0.0000
803.3611	0.0000
803.3889	0.0000
803.4167	0.0000
803.4444	0.0000
803.4722	0.0000
803.5000	0.0000
803.5278	0.0000
803.5556	0.0000
803.5833	0.0000
803.6111	0.0000
803.6389	0.0000
803.6667	0.0000
803.6944	0.0000
803.7222	0.0000
803.7500	0.0000
803.7778	0.0000
803.8056	0.0000
803.8333	0.0000
803.8611	0.0000
803.8889	0.0000
803.9167	0.0000
803.9444	0.0000
803.9722	0.0000
804.0000	0.0000
804.0278	0.0000
804.0556	0.0000
804.0833	0.0000
804.1111	0.0000
804.1389	0.0000
804.1667	0.0000
804.1944	0.0000
804.2222	0.0000
804.2500	0.0000
804.2778	0.0000
804.3056	0.0000
804.3333	0.0000
804.3611	0.0000
804.3889	0.0000
804.4167	0.0000
804.4444	0.0000
804.4722	0.0000
804.5000	0.0000
804.5278	0.0000
804.5556	0.0000
804.5833	0.0000
804.6111	0.0000
804.6389	0.0000
804.6667	0.0000
804.6944	0.0000
804.7222	0.0000
804.7500	0.0000
804.7778	0.0000
804.8056	0.0000
804.8333	0.0000
804.8611	0.0000
804.8889	0.0000
804.9167	0.0000
804.9444	0.0000
804.9722	0.0000
805.0000	0.0000
805.0278	0.0000
805.0556	0.0000
805.0833	0.0000
805.1111	0.0000
805.1389	0.0000
