1412	1065
1413	1095
1414	1140
1415	831
1416	966
1417	922
1418	1148
1419	628
1420	826
1421	952
1422	1387
1423	778
1424	798
1425	981
1426	1108
1427	1003
1428	1001
1429	733
1430	760
1431	1068
1432	998
1433	857
1434	1032
1435	1143
1436	1277
1437	1068
1438	903
1439	986
1440	1362
1441	1163
1442	1084
1443	1068
1444	1020
1445	1278
1446	1180
1447	1067
1448	1238
1449	1214
1450	1305
1451	1437
1452	1251
1453	1318
1454	1121
1455	1329
1456	989
1457	1098
1458	1552
1459	1106
1460	1312
1461	1346
1462	922
1463	879
1464	699
1465	959
1466	885
1467	1017
1468	636
1469	1123
1470	1272
1471	1032
1472	1127
1473	1265
1474	1082
1475	971
1476	1072
1477	709
1478	934
1479	1114
1480	1042
1481	1001
1482	1139
1483	1091
1484	1168
1485	595
1486	1043
1487	1417
1488	1238
1489	1212
1490	1432
1491	1047
1492	882
1493	772
1494	848
1495	1105
1496	814
1497	462
1498	1168
1499	817
1500	736
1501	1208
1502	1594
1503	1106
1504	1057
1505	990
1506	1040
1507	1136
1508	1593
1509	939
1510	961
1511	606
1512	803
1513	488
1514	790
1515	1032
1516	943
1517	843
1518	535
1519	918
1520	782
1521	1343
1522	1168
1523	1180
1524	1403
1525	814
1526	1000
1527	1236
1528	1222
1529	1173
1530	923
1531	1000
1532	697
1533	736
1534	883
1535	1217
1536	948
1537	852
1538	1003
1539	788
1540	971
1541	620
1542	554
1543	928
1544	1077
1545	892
1546	596
1547	884
1548	1178
1549	869
1550	1006
1551	817
1552	737
1553	690
1554	1118
1555	926
1556	1854
1557	1481
1558	1304
1559	1081
1560	1172
1561	1278
1562	1151
1563	969
1564	1074
1565	967
1566	993
1567	743
1568	939
1569	821
1570	1001
1571	904
1572	751
1573	821
1574	734
1575	993
1576	679
1577	809
1578	556
1579	604
1580	1077
1581	757
1582	896
1583	1000
1584	759
1585	706
1586	1242
1587	1028
1588	1331
1589	1317
1590	897
1591	1255
1592	1049
1593	1232
1594	1305
1595	845
1596	1412
1597	1061
1598	725
1599	826
1600	1078
1601	993
1602	1113
1603	1051
1604	1441
1605	951
1606	974
1607	1151
1608	1169
1609	979
1610	1031
1611	1098
1612	815
1613	931
1614	1108
1615	976
1616	744
1617	905
1618	1168
1619	1024
1620	822
1621	1183
1622	1189
1623	1087
1624	660
1625	754
1626	1051
1627	976
1628	846
1629	1148
1630	1221
1631	959
1632	1160
1633	844
1634	1043
1635	950
1636	947
1637	1203
1638	1021
1639	1044
1640	1136
1641	795
1642	1256
1643	867
1644	1167
1645	1263
1646	977
1647	1016
1648	954
1649	1601
1650	909
1651	1022
1652	1104
1653	677
1654	784
1655	1059
1656	986
1657	1102
1658	761
1659	1061
1660	1076
1661	1011
1662	895
1663	633
1664	1299
1665	1152
1666	1302
1667	1104
1668	878
1669	1354
1670	1145
1671	1268
1672	898
1673	857
1674	1097
1675	1031
1676	619
1677	943
1678	789
1679	1020
1680	1195
1681	1123
1682	1054
1683	1359
1684	1133
1685	1247
1686	1214
1687	1029
1688	1030
1689	855
1690	745
1691	1260
1692	776
1693	646
1694	667
1695	744
1696	853
1697	834
1698	998
1699	893
1700	1190
1701	1010
1702	1406
1703	1210
1704	1065
1705	1008
1706	795
1707	1247
1708	1022
1709	1130
1710	1156
1711	908
1712	802
1713	557
1714	922
1715	778
1716	1073
1717	1095
1718	1065
1719	1198
1720	1334
1721	1129
1722	1291
1723	896
1724	1072
1725	836
1726	876
1727	887
1728	890
1729	983
1730	630
1731	807
1732	824
1733	1278
1734	1258
1735	846
1736	872
1737	853
1738	899
1739	1142
1740	1144
1741	1043
1742	821
1743	733
1744	827
1745	832
1746	1068
1747	1488
1748	1454
1749	1103
1750	851
1751	1109
1752	1026
1753	1074
1754	909
1755	1100
1756	845
1757	1030
1758	1058
1759	1068
1760	1180
1761	852
1762	1099
1763	865
1764	1192
1765	851
1766	1036
1767	1102
1768	1349
1769	1291
1770	919
1771	1040
1772	778
1773	845
1774	966
1775	733
1776	874
1777	995
1778	1244
1779	1242
1780	751
1781	610
1782	670
1783	722
1784	1363
1785	1214
1786	1401
1787	1679
1788	868
1789	1378
1790	1298
1791	1460
1792	701
1793	1039
1794	981
1795	950
1796	1046
1797	720
1798	582
1799	919
1800	844
1801	887
1802	1129
1803	877
1804	1023
1805	1114
1806	914
1807	855
1808	1063
1809	806
1810	1062
1811	907
1812	902
1813	1201
1814	1032
1815	855
1816	1154
1817	823
1818	1024
1819	1019
1820	1091
1821	1109
1822	1031
1823	1249
1824	1114
1825	1185
1826	941
1827	1365
1828	915
1829	813
1830	1054
1831	911
1832	1064
1833	1220
1834	740
1835	1408
1836	1132
1837	1056
1838	1179
1839	1180
1840	970
1841	1089
1842	1117
1843	1002
1844	811
1845	996
1846	921
1847	802
1848	1265
1849	1221
1850	1383
1851	958
1852	1121
1853	1253
1854	1048
1855	1336
1856	1061
1857	1241
1858	1067
1859	918
1860	794
1861	589
1862	929
1863	507
1864	704
1865	977
1866	1278
1867	1063
1868	898
1869	1049
1870	1043
1871	1185
1872	646
1873	873
1874	961
1875	1056
1876	844
1877	1294
1878	1019
1879	1164
1880	881
1881	753
1882	840
1883	995
1884	1650
1885	1381
1886	1660
1887	755
1888	1006
1889	631
1890	1118
1891	1283
1892	1186
1893	882
1894	697
1895	764
1896	637
1897	998
1898	699
1899	916
1900	1059
1901	1039
1902	773
1903	608
1904	861
1905	1407
1906	794
1907	636
1908	942
1909	788
1910	615
1911	1271
1912	1241
1913	856
1914	828
1915	1163
1916	967
1917	1200
1918	791
1919	682
1920	803
1921	706
1922	658
1923	1136
1924	1207
1925	1199
1926	708
1927	1173
1928	771
1929	977
1930	895
1931	1280
1932	1387
1933	832
1934	719
1935	799
1936	938
1937	1011
1938	785
1939	1027
1940	965
1941	975
1942	820
1943	1149
1944	560
1945	1022
1946	1390
1947	1286
1948	872
1949	1035
1950	999
1951	892
1952	965
1953	1106
1954	963
1955	1055
1956	1035
1957	1033
1958	969
1959	1063
1960	1002
1961	1232
1962	1116
1963	1111
1964	1298
1965	1104
1966	1086
1967	1192
1968	1256
1969	1304
1970	1014
1971	788
1972	1027
1973	864
1974	911
1975	868
1976	782
1977	981
1978	899
1979	1041
1980	952
1981	616
1982	883
1983	1142
1984	1509
1985	777
1986	952
1987	958
1988	842
1989	1174
1990	1214
1991	1221
1992	1096
1993	1091
1994	1286
1995	1265
1996	1178
1997	1289
1998	1026
